language,repo_name,pr_number,story_points,pre_coding_title,pre_coding_description,pre_coding_desc_length,pre_coding_subtasks,pre_coding_author_tenure_days,pre_coding_discussion_participants,is_ai_assisted,post_coding_churn,post_coding_cyclomatic_proxy,post_coding_test_coverage_ratio,ai_mentions,ai_generation_ratio,ai_speed_proxy
typescript,metamask-extension,42657,3,fix: handle unsupported network from API,"<!-- Please submit this PR as a draft initially. Do not mark it as ""Ready for review"" until the template has been completely filled out, and PR status checks have passed at least once. --> ## **Description** API treats unsupported networks as a 400 error This PR normalizes that response as an empty result instead ## **Changelog** <!-- If this PR is not End-User-Facing and should not show up in the CHANGELOG, you can choose to either: 1. Write `CHANGELOG entry: null` 2. Label with `no-changelog` If this PR is End-User-Facing, please write a short User-Facing description in the past tense like: `CHANGELOG entry: Added a new tab for users to see their NFTs` `CHANGELOG entry: Fixed a bug that was causing some NFTs to flicker` (This helps the Release Engineer do their job more quickly and accurately) --> CHANGELOG entry: fix: handle unsupported network from API ## **Related issues** Fixes: #42402 ## **Manual testing steps** 0. On an empty account 1. Go to Activity tab 2. Switch to a known API-unsupported network ie. Avalanche ## **Screenshots/Recordings** <!-- If applicable, add screenshots and/or recordings to visualize the before and after of your change. --> ### **Before** <img width=""365"" height=""208"" alt=""image"" src=""https://github.com/user-attachments/assets/e7739966-a96e-4355-a8a8-4384ebc2d15d"" /> ### **After** <img width=""343"" height=""328"" alt=""image"" src=""https://github.com/user-attachments/assets/dc06f970-55c0-438e-a546-c90ba9464629"" /> ## **Pre-merge author checklist** - [ ] I've followed [MetaMask Contributor Docs](https://github.com/MetaMask/contributor-docs) and [MetaMask Extension Coding Standards](https://github.com/MetaMask/metamask-extension/blob/main/.github/guidelines/CODING_GUIDELINES.md). - [ ] I've completed the PR template to the best of my ability - [ ] I’ve included tests if applicable - [ ] I’ve documented my code using [JSDoc](https://jsdoc.app/) format if applicable - [ ] I’ve applied the right labels on the PR (see [labeling guidelines](http",3621,7,5334,3,0,182,5,1.9344,0,44.75,2.29
typescript,metamask-extension,42593,3,refactor(circular-deps): break ducks/metamask ↔ selectors/selectors cycle,"## **Description** Removes the circular dependency between `ui/ducks/metamask/metamask.js` and `ui/selectors/selectors.js`. The cycle existed because: - `metamask.js` imported `accountsWithSendEtherInfoSelector`, `checkNetworkAndAccountSupports1559`, and `getAddressBook` from `selectors.js`. - `selectors.js` imported a handful of base state-accessor selectors (`getConversionRate`, `isEIP1559Network`, `isNotEIP1559Network`, `getLedgerTransportType`, `isAddressLedger`, `getIsUnlocked`) from `metamask.js`. To break the cycle without changing runtime behavior, this PR extracts the base selectors (plus the `findKeyringForAddress` helper they depend on) into a new `ui/ducks/metamask/base-selectors.js`. `selectors.js` imports them from `base-selectors.js` directly, so the duck no longer appears in its dependency chain. This is one of three PRs (each landing one cycle) that together empty the `circular-deps.jsonc` baseline and clear all `allowedCircularGlob` patterns. The other two: - `circular-deps/ducks-actions` — extracts `updateTransactionGasFees` into its own file - `circular-deps/template-renderer-translation` — side-effect registration of `MetaMaskTranslation` Pure file/import reorganization — no functions inlined, no functions removed, no behavior changes. ## **Changelog** CHANGELOG entry: null ## **Related issues** Fixes: ## **Manual testing steps** 1. \`yarn circular-deps:check\` — passes. 2. \`yarn jest ui/ducks/metamask/metamask.test.js ui/selectors/selectors.test\` — 249 tests pass. 3. Any code path using the moved selectors (e.g. ledger connection, EIP-1559 checks, currency conversion, unlock state) continues to work — the import path through \`ui/ducks/metamask/metamask\` is preserved via re-export. ## **Screenshots/Recordings** No UI changes. ### **Before** n/a ### **After** n/a ## **Pre-merge author checklist** - [x] I've followed [MetaMask Contributor Docs](https://github.com/MetaMask/contributor-docs) and [MetaMask Extension Coding Standards](https://gith",4183,7,2050,4,1,394,7,0.2214,1,0.89,0.16
typescript,metamask-extension,42664,1,chore: update codeowners for settings,"This PR is to update codeowners for settings directory. Added core extension ux as the codeowners and web3auth team as codeowners for transaction shield ## **Description** <!-- Write a short description of the changes included in this pull request, also include relevant motivation and context. Have in mind the following questions: 1. What is the reason for the change? 2. What is the improvement/solution? --> ## **Changelog** <!-- If this PR is not End-User-Facing and should not show up in the CHANGELOG, you can choose to either: 1. Write `CHANGELOG entry: null` 2. Label with `no-changelog` If this PR is End-User-Facing, please write a short User-Facing description in the past tense like: `CHANGELOG entry: Added a new tab for users to see their NFTs` `CHANGELOG entry: Fixed a bug that was causing some NFTs to flicker` (This helps the Release Engineer do their job more quickly and accurately) --> CHANGELOG entry: null ## **Related issues** Fixes: ## **Manual testing steps** 1. Go to this page... 2. 3. ## **Screenshots/Recordings** <!-- If applicable, add screenshots and/or recordings to visualize the before and after of your change. --> ### **Before** <!-- [screenshots/recordings] --> ### **After** <!-- [screenshots/recordings] --> ## **Pre-merge author checklist** - [ ] I've followed [MetaMask Contributor Docs](https://github.com/MetaMask/contributor-docs) and [MetaMask Extension Coding Standards](https://github.com/MetaMask/metamask-extension/blob/main/.github/guidelines/CODING_GUIDELINES.md). - [ ] I've completed the PR template to the best of my ability - [ ] I’ve included tests if applicable - [ ] I’ve documented my code using [JSDoc](https://jsdoc.app/) format if applicable - [ ] I’ve applied the right labels on the PR (see [labeling guidelines](https://github.com/MetaMask/metamask-extension/blob/main/.github/guidelines/LABELING_GUIDELINES.md)). Not required for external contributors. ## **Pre-merge reviewer checklist** - [ ] I've manually tested the PR (e.g. pu",3085,7,2901,1,0,2,0,0.0,0,2.0,0
typescript,metamask-extension,42580,1,chore: add cta-footer class to snap UI footer,"<!-- Please submit this PR as a draft initially. Do not mark it as ""Ready for review"" until the template has been completely filled out, and PR status checks have passed at least once. --> ## **Description** Adds the cta-footer class to Snap UI footer. Matches existing pages that already use the class marker to avoid toast overlap. ## **Changelog** <!-- If this PR is not End-User-Facing and should not show up in the CHANGELOG, you can choose to either: 1. Write `CHANGELOG entry: null` 2. Label with `no-changelog` If this PR is End-User-Facing, please write a short User-Facing description in the past tense like: `CHANGELOG entry: Added a new tab for users to see their NFTs` `CHANGELOG entry: Fixed a bug that was causing some NFTs to flicker` (This helps the Release Engineer do their job more quickly and accurately) --> CHANGELOG entry: null ## **Related issues** Fixes: ## **Manual testing steps** 1. Go to this page... 2. 3. ## **Screenshots/Recordings** <!-- If applicable, add screenshots and/or recordings to visualize the before and after of your change. --> ### **Before** <!-- [screenshots/recordings] --> ### **After** <!-- [screenshots/recordings] --> ## **Pre-merge author checklist** - [ ] I've followed [MetaMask Contributor Docs](https://github.com/MetaMask/contributor-docs) and [MetaMask Extension Coding Standards](https://github.com/MetaMask/metamask-extension/blob/main/.github/guidelines/CODING_GUIDELINES.md). - [ ] I've completed the PR template to the best of my ability - [ ] I’ve included tests if applicable - [ ] I’ve documented my code using [JSDoc](https://jsdoc.app/) format if applicable - [ ] I’ve applied the right labels on the PR (see [labeling guidelines](https://github.com/MetaMask/metamask-extension/blob/main/.github/guidelines/LABELING_GUIDELINES.md)). Not required for external contributors. ## **Pre-merge reviewer checklist** - [ ] I've manually tested the PR (e.g. pull and build branch, run the app, test code being changed). - [ ] I confirm th",2991,7,5332,2,0,13,0,1.3333,0,1.0,0
typescript,metamask-extension,42588,3,chore: prefer webpack build links,"## **Description** Prefer Webpack build assets in automated release/prerelease notifications while keeping Browserify assets available as deprecated fallback builds. This updates the PR build-links comment, nightly Slack notification, RC Slack notification, and GitHub Release asset upload ordering/naming so Webpack is shown first and Browserify remains clearly labeled for fallback use. ## **Changelog** CHANGELOG entry: null <!-- ## **Related issues** Fixes: --> ## **Manual testing steps** 1. `yarn test:unit development/metamaskbot-build-announce/artifacts.test.ts development/metamaskbot-build-announce/index.test.ts` 2. `bash -n .github/scripts/release-create-gh-release.sh` 3. `DRY_RUN=1 SEMVER=13.32.0 GITHUB_RUN_ID=123 HOST_URL=https://example.com/metamask-extension/123 yarn slack:rc-notify` 4. `yarn lint:changed:fix` 5. `git diff --check` 6. Nightly Slack notification tested successfully in `#tmp-flaky-test-report-test`: https://consensys.slack.com/archives/C08P4QQCWG1/p1778624799478219 7. Actual RC Slack notification posting was not tested because the current RC Slack notify workflow is broken/skips before posting. Example run: https://github.com/MetaMask/metamask-extension/actions/runs/25761793499 <!-- ## **Screenshots/Recordings** If applicable, add screenshots and/or recordings to visualize the before and after of your change. ### **Before** [screenshots/recordings] ### **After** [screenshots/recordings] --> ## **Pre-merge author checklist** - [x] I've followed [MetaMask Contributor Docs](https://github.com/MetaMask/contributor-docs) and [MetaMask Extension Coding Standards](https://github.com/MetaMask/metamask-extension/blob/main/.github/guidelines/CODING_GUIDELINES.md). - [x] I've completed the PR template to the best of my ability - [x] I’ve included tests if applicable - [ ] I’ve documented my code using [JSDoc](https://jsdoc.app/) format if applicable - [ ] I’ve applied the right labels on the PR (see [labeling guidelines](https://github.com/MetaMask/metam",3648,7,5953,4,0,177,0,0.32,0,1.47,1.66
typescript,metamask-extension,42653,3,test: add e2e test coverage for network picker visibility across connection entrypoints and provider mixing,"## **Description** Adds E2E test coverage for the conditional network picker rendering in the `DappConnectionControlBar`, introduced in #42498. PR #42498 gates the EVM network picker on `sessionProperties['eip1193-compatible']` in the CAIP-25 caveat. While unit tests cover the selector and component rendering paths, E2E tests are needed to validate the full data flow — from dapp connection through middleware persistence to UI rendering — particularly around edge cases where multiple providers or reconnection flows could unintentionally overwrite session properties. ### Test matrix | Scenario | `eip1193-compatible` | Picker visible? | | --- | --- | --- | | connect-evm Legacy EVM | Yes | Yes | | connect-evm Wagmi | Yes | Yes | | Pure Multichain API (EVM-only scopes) | No | No | | Solana Wallet Standard | No | No | | Pure Multichain → reconnect via connect-evm | Yes (added on reconnect) | Yes | | Pre-seeded EVM + Solana with `eip1193-compatible` | Yes | Yes | | Pre-seeded EVM + Solana without `eip1193-compatible` | No | No | ### Changes | File | Change | | --- | --- | | `test/e2e/tests/mm-connect/dapp-connection-control-bar-network-picker.spec.ts` | New spec covering all seven scenarios above across three `describe` groups: single-provider connections, reconnection/session property preservation, and mixed-provider origins | | `test/e2e/page-objects/pages/header-navbar.ts` | Added `checkDappNetworkButtonVisible()` and `checkDappNetworkButtonNotVisible()` helpers that assert network picker presence/absence in the control bar | | `test/e2e/page-objects/pages/test-dapp-mm-connect.ts` | Added `connectWindowEthereum()` method and corresponding selector for the ""Connect (window.ethereum)"" button, used to trigger an EIP-1193 connection on top of an existing multichain session | ## **Changelog** CHANGELOG entry: null ## **Related issues** Fixes: https://consensyssoftware.atlassian.net/browse/WAPI-1491 Related: #42498 <!-- ## **Screenshots/Recordings** ### **Before** ### **After",4353,7,2520,2,1,349,0,0.0,0,349.0,0.14
typescript,metamask-extension,42607,5,feat: add post-quote perps withdraw toasts,"## **Description** Adds dedicated in-app toast notifications for post-quote `TransactionType.perpsWithdraw` transactions. This mirrors the mobile withdrawal notification content for pending, success, and failure states. Success toasts resolve the post-quote fiat amount and token symbol from transaction metadata when available, with a generic fallback when details are missing. Also updates the shared toast layout so toast titles are bold and descriptions have more spacing, better matching the mobile design. ## **Changelog** CHANGELOG entry: Added in-app notifications for Perps withdrawals ## **Related issues** Fixes: CONF-1217 ## **Manual testing steps** 1. Submit a post-quote Perps withdrawal. 2. Confirm that the pending toast appears with “Withdrawal in progress” and “Available in about 1 minute”. 3. Wait for the withdrawal transaction to confirm. 4. Confirm that the success toast appears with “Withdrawal complete” and the resolved fiat amount/token symbol. 5. Trigger or simulate a failed/dropped withdrawal transaction. 6. Confirm that the failure toast appears with “Something went wrong” and “Failed to proceed with withdrawal”. <!-- ## **Screenshots/Recordings** ### **Before** ### **After** --> ## **Pre-merge author checklist** - [ ] I've followed [MetaMask Contributor Docs](https://github.com/MetaMask/contributor-docs) and [MetaMask Extension Coding Standards](https://github.com/MetaMask/metamask-extension/blob/main/.github/guidelines/CODING_GUIDELINES.md). - [ ] I've completed the PR template to the best of my ability - [ ] I’ve included tests if applicable - [ ] I’ve documented my code using [JSDoc](https://jsdoc.app/) format if applicable - [ ] I’ve applied the right labels on the PR (see [labeling guidelines](https://github.com/MetaMask/metamask-extension/blob/main/.github/guidelines/LABELING_GUIDELINES.md)). Not required for external contributors. ## **Pre-merge reviewer checklist** - [ ] I've manually tested the PR (e.g. pull and build branch, run the app, ",3365,7,1892,3,1,875,14,1.6254,0,38.82,0.3
typescript,metamask-extension,42429,3,fix: Liquidation distance shows as 0% when liquidation price is <=0,"## **Description** Fixes Perps liquidation displays so liquidation prices at or below zero render as `--` instead of formatted negative fiat or misleading `0%` distance. The shared liquidation formatter now treats only strictly positive finite values as displayable, and the add-margin calculations no longer anchor distance estimates on non-positive liquidation prices. ## **Changelog** CHANGELOG entry: Fixed a bug that caused Perps liquidation price and distance to show misleading values for non-positive liquidation prices ## **Related issues** Fixes: [TAT-3012](https://consensyssoftware.atlassian.net/browse/TAT-3012) ## **Manual testing steps** 1. Open the Extension and navigate to the Perps tab. 2. Open a position whose liquidation price is zero or negative. 3. Confirm the market detail position liquidation field displays `--`. 4. Open Add margin for the same position. 5. Confirm the liquidation price and liquidation distance both display `--`. ## **Screenshots/Recordings** <table> <tr><td align=""center"" width=""50%""><strong>Screenshots/evidence Ac1 Position Liq Fallback 1778071411716</strong><br/><img src=""https://raw.githubusercontent.com/abretonc7s/mm-extension-farm-artifacts/main/fixes/42429/screenshots/evidence-ac1-position-liq-fallback-1778071411716.png"" alt=""Screenshots/evidence Ac1 Position Liq Fallback 1778071411716"" width=""400"" /></td><td align=""center"" width=""50%""><strong>Screenshots/evidence Ac2 Add Margin Liq Fallback 1778071412251</strong><br/><img src=""https://raw.githubusercontent.com/abretonc7s/mm-extension-farm-artifacts/main/fixes/42429/screenshots/evidence-ac2-add-margin-liq-fallback-1778071412251.png"" alt=""Screenshots/evidence Ac2 Add Margin Liq Fallback 1778071412251"" width=""400"" /></td></tr> <tr><td align=""center"" width=""50%""><strong>Screenshots/perps Tab 1778071411143</strong><br/><img src=""https://raw.githubusercontent.com/abretonc7s/mm-extension-farm-artifacts/main/fixes/42429/screenshots/perps-tab-1778071411143.png"" alt=""Screenshots/perps ",14970,7,1426,4,0,208,1,3.7692,0,3.54,0.02
typescript,metamask-extension,42608,5,feat: route Perps withdraw through confirmation flow,"## **Description** Wires the Perps `Total balance -> Withdraw` entry point to the new Perps Withdraw confirmation flow when `confirmations_pay_post_quote.perpsWithdraw.enabled` is enabled. This PR: - Adds a shared `createPerpsWithdrawTransaction` helper for creating the placeholder `perpsWithdraw` transaction used by the custom amount confirmation flow - Updates `usePerpsWithdrawNavigation` to route to the new confirmation flow when the remote flag is enabled - Keeps the legacy `/perps/withdraw` route as the fallback while rollout is in progress - Refactors the Settings -> Debug -> Perps Withdraw trigger to use the same transaction helper - Adds focused unit coverage for the new helper, feature-flagged routing, fallback routing, and debug trigger behavior ## **Changelog** CHANGELOG entry: Added a feature-flagged confirmation flow for Perps withdrawals ## **Related issues** Fixes: https://consensyssoftware.atlassian.net/browse/CONF-1216 ## **Manual testing steps** 1. Enable `confirmations_pay_post_quote.perpsWithdraw.enabled`. 2. Go to the Perps tab. 3. Open the `Total balance` dropdown. 4. Click `Withdraw`. 5. Confirm the new Perps Withdraw confirmation UI opens. 6. Disable `confirmations_pay_post_quote.perpsWithdraw.enabled`. 7. Repeat steps 2-4 and confirm the legacy `/perps/withdraw` route opens. <!-- ## **Screenshots/Recordings** ### **Before** ### **After** --> ## **Pre-merge author checklist** - [ ] I've followed [MetaMask Contributor Docs](https://github.com/MetaMask/contributor-docs) and [MetaMask Extension Coding Standards](https://github.com/MetaMask/metamask-extension/blob/main/.github/guidelines/CODING_GUIDELINES.md). - [ ] I've completed the PR template to the best of my ability - [ ] I’ve included tests if applicable - [ ] I’ve documented my code using [JSDoc](https://jsdoc.app/) format if applicable - [ ] I’ve applied the right labels on the PR (see [labeling guidelines](https://github.com/MetaMask/metamask-extension/blob/main/.github/guidelines/LABEL",3686,7,1892,4,0,537,8,2.6348,0,3.68,3.37
typescript,metamask-extension,42498,8,feat: conditionally render dapp connection bar network picker based on `eip1193-compatible` session property,"## **Description** The network picker in the `DappConnectionControlBar` currently renders for every connected dapp, regardless of how the connection was established. This is incorrect for pure Multichain API connections and non-EVM providers (Solana Wallet Standard, Tron Wallet Adapter, etc.) where an EVM network picker is not meaningful. This PR gates the network picker on the `eip1193-compatible` session property in the CAIP-25 caveat. The property is set by: - **`@metamask/connect-evm`** — sends `sessionProperties: { ""eip1193-compatible"": true }` via `wallet_createSession` - **Legacy `window.ethereum` / EIP-1193 connections** — the property is injected by `@metamask/chain-agnostic-permission` when converting legacy permission requests to CAIP-25 format Connections that lack this session property (pure Multichain API, Solana, Tron, etc.) will no longer see the network picker. ### What changed 1. **New selector `getIsEip1193CompatibleConnection`** (`ui/selectors/dapp.ts`): Reads the CAIP-25 caveat for the current tab's origin and returns `true` only when `sessionProperties[""eip1193-compatible""]` is truthy. 2. **`DappConnectionControlBar` uses the new selector** (`dapp-connection-control-bar.tsx`): The network picker render condition changed from `dappActiveNetwork && (always)` to `dappActiveNetwork && isEip1193Compatible`. All other control bar elements (favicon, account identity, permissions button, disconnect button) are unchanged. 3. **Bumped `@metamask/chain-agnostic-permission`** to a preview build (`1.5.0-preview-902014de8`) that adds `Eip1193Compatible` to the `KnownSessionProperties` enum, ensuring the property survives the `isKnownSessionPropertyValue` filter in `wallet_createSession`. ### Behavior matrix | Connection type | `eip1193-compatible` present? | Network picker rendered? | | --- | --- | --- | | `@metamask/connect-evm` (EVM via MetaMask Connect) | Yes | Yes | | Legacy `window.ethereum` (EIP-1193) | Yes | Yes | | Pure Multichain API (EVM-only scope",7724,7,2514,7,1,1750,18,5.0061,0,19.85,0.17
typescript,metamask-extension,42648,2,feat(snaps): Display first party contract names in Snaps components,"<!-- Please submit this PR as a draft initially. Do not mark it as ""Ready for review"" until the template has been completely filled out, and PR status checks have passed at least once. --> ## **Description** Adds support for displaying first party contract names in Snaps components that use `useDisplayName`. ## **Changelog** <!-- If this PR is not End-User-Facing and should not show up in the CHANGELOG, you can choose to either: 1. Write `CHANGELOG entry: null` 2. Label with `no-changelog` If this PR is End-User-Facing, please write a short User-Facing description in the past tense like: `CHANGELOG entry: Added a new tab for users to see their NFTs` `CHANGELOG entry: Fixed a bug that was causing some NFTs to flicker` (This helps the Release Engineer do their job more quickly and accurately) --> CHANGELOG entry: Add support for displaying first party contract names in Snaps components ## **Screenshots/Recordings** <img width=""374"" height=""740"" alt=""Screenshot 2026-05-13 at 13 49 13"" src=""https://github.com/user-attachments/assets/31a75ac4-348a-404f-a86f-645b621015d4"" /> <!-- CURSOR_SUMMARY --> --- > [!NOTE] > **Low Risk** > Low risk: adds a small, read-only lookup to the `useDisplayName` hook with no state mutations or security-sensitive logic. > > **Overview** > `useDisplayName` now falls back to showing a **first-party contract name** when the resolved address matches a known MetaMask contract for the current EIP-155 `chainId`. > > This refactors the chain ID passed to `getAddressBookEntryByNetwork` into a typed `hexChainId` (`Hex`) and uses `FIRST_PARTY_CONTRACT_NAMES`/`EXPERIENCES_TYPE` to map `(chainId, address)` to a display label. > > <sup>Reviewed by [Cursor Bugbot](https://cursor.com/bugbot) for commit bec73793e09b81720c38c8b78d9c13964114a90c. Bugbot is set up for automated code reviews on this repo. Configure [here](https://www.cursor.com/dashboard/bugbot).</sup> <!-- /CURSOR_SUMMARY -->",1973,0,5165,2,0,26,0,0.0,0,3.5,0
typescript,metamask-extension,42578,3,fix(perps): adjust market filter modal design to match Figma,"## **Description** The Perps market filter/sort modal and dropdown components did not match the Figma design. The sort hierarchy was hard to read (no section headers, items differentiated only by text color), and the selected state used a blue accent instead of a grey background. This PR updates the components to match the [Figma spec](https://www.figma.com/design/Jp8owZibGXg26diIjDjVuq/Mobile-Perps?node-id=16461-7219): - **SortDropdown modal**: Added ""SORT BY"" and ""RANK"" section headers (uppercase, grey, BodyXs) to clearly separate the two sections. Changed the modal title from ""Sort"" to ""Filter"" and passed it as a plain string so `ModalHeader` auto-centers it. Selected items now show a grey background (`bg-hover`) instead of text color changes. Items use consistent `TextDefault` color with `FontWeight.Medium`. Section divider border only between the two groups. Full-width clickable areas with 46px height. - **Dropdown (FilterSelect)**: Selected options now use a grey background highlight (`bg-hover`) instead of text color differentiation. All option text uses `TextDefault` consistently. ## **Changelog** CHANGELOG entry: Adjusted Perps market filter modal design to improve sort hierarchy readability and use correct grey selected state ## **Related issues** Fixes: https://consensyssoftware.atlassian.net/browse/TAT-3020 ## **Manual testing steps** Feature: Perps Market Filter Modal Scenario: Sort hierarchy is clearly readable Given the user is on the Perps Markets list page When the user taps the sort/filter button Then the modal title shows ""Filter"" centered And the modal displays a ""SORT BY"" section header above the sort field options And the modal displays a ""RANK"" section header above the direction options And a border separator divides the two sections Scenario: Selected state uses grey background Given the user opens the filter modal When a sort field or direction option is selected Then the selected option has a grey background highlight And the selected optio",3934,7,383,4,0,132,0,0.0,0,1.29,0.95
typescript,metamask-extension,42473,5,fix: Websocket connection error on benign account switch,"## **Description** Fixes benign websocket connection errors being surfaced in console on user actions like account switch, where we are purposefully handling a full disconnect/reconnect lifecycle. This is a client side change, to update in core required. ## **Changelog** CHANGELOG entry: fixes websocket connection console errors on user initiated actions like account switch ## **Related issues** Fixes: https://github.com/MetaMask/metamask-extension/issues/41880 Fixes: https://consensyssoftware.atlassian.net/browse/TAT-2976 ## **Manual testing steps** 1. Go to Perps 2. Switch accounts 3. Websocket errors should not be surfaced in console ## **Screenshots/Recordings** <!-- If applicable, add screenshots and/or recordings to visualize the before and after of your change. --> ### **Before** https://github.com/user-attachments/assets/3e67f0dc-d916-4839-ad38-5f100c6c2358 ### **After** https://github.com/user-attachments/assets/ade287c2-5819-4fa3-aedf-d3fb741458f1 ## **Pre-merge author checklist** - [x] I've followed [MetaMask Contributor Docs](https://github.com/MetaMask/contributor-docs) and [MetaMask Extension Coding Standards](https://github.com/MetaMask/metamask-extension/blob/main/.github/guidelines/CODING_GUIDELINES.md). - [x] I've completed the PR template to the best of my ability - [x] I’ve included tests if applicable - [x] I’ve documented my code using [JSDoc](https://jsdoc.app/) format if applicable - [x] I’ve applied the right labels on the PR (see [labeling guidelines](https://github.com/MetaMask/metamask-extension/blob/main/.github/guidelines/LABELING_GUIDELINES.md)). Not required for external contributors. ## **Pre-merge reviewer checklist** - [ ] I've manually tested the PR (e.g. pull and build branch, run the app, test code being changed). - [ ] I confirm that this PR addresses all acceptance criteria described in the ticket it closes and includes the necessary testing evidence such as recordings and or screenshots. <!-- CURSOR_SUMMARY --> --- > [!NOTE] ",3376,7,3044,2,1,715,16,1.7745,0,10.19,0.09
typescript,metamask-extension,42453,8,chore: New Crowdin Translations by GitHub Action cp-13.31.0,,0,0,2960,1,0,4078,0,0.0,0,9.12,0
typescript,metamask-extension,42529,3,refactor: Use messenger for majority of Snaps RPC methods,"<!-- Please submit this PR as a draft initially. Do not mark it as ""Ready for review"" until the template has been completely filled out, and PR status checks have passed at least once. --> ## **Description** This PR completes a refactor to use the messenger to replace the majority of the method hooks used by Snaps RPC methods. This lets consolidate implementations across both clients and reduces the maintenance burden. There should be no functional difference to the user. ## **Changelog** <!-- If this PR is not End-User-Facing and should not show up in the CHANGELOG, you can choose to either: 1. Write `CHANGELOG entry: null` 2. Label with `no-changelog` If this PR is End-User-Facing, please write a short User-Facing description in the past tense like: `CHANGELOG entry: Added a new tab for users to see their NFTs` `CHANGELOG entry: Fixed a bug that was causing some NFTs to flicker` (This helps the Release Engineer do their job more quickly and accurately) --> CHANGELOG entry: null ## **Related issues** https://consensyssoftware.atlassian.net/browse/WPC-995 <!-- CURSOR_SUMMARY --> --- > [!NOTE] > **Medium Risk** > Moderate risk because it refactors Snap restricted-method wiring, approval requests, and keyring creation to go through messenger actions; regressions could break Snap RPC flows even though behavior is intended to be unchanged. > > **Overview** > **Refactors Snaps restricted RPC methods to use the controller messenger instead of injected hooks.** `getSnapPermissionSpecifications` now relies on messenger actions (including `ApprovalController:addRequest` and `KeyringController:addNewKeyring`) and passes a `RestrictedMethodMessenger` into `buildSnapRestrictedMethodSpecifications`, removing the custom hook interface. > > **Simplifies permission controller initialization and Snap middleware wiring.** `PermissionControllerInit` no longer pulls controller instances via `getMessengerClient`, and `createSnapsMethodMiddleware` is updated to receive the base `controll",2647,0,5160,5,0,526,1,0.1887,0,0.23,0.09
typescript,ant-design-mobile,7046,2,fix(cascader): 修复外部值变化时同步问题,close #6596 <!-- This is an auto-generated comment: release notes by coderabbit.ai --> ## Summary by CodeRabbit ## 发布说明 * **Bug Fixes** * 修复级联选择器在弹窗打开时无法实时同步外部值的问题；外部 value 变更会立即更新显示的选中项。 * **Tests** * 新增并完善测试，覆盖弹窗打开期间外部值同步以及草稿选择稳定性的场景，确保 UI 行为符合预期。 <!-- review_stack_entry_start --> [![Review Change Stack](https://storage.googleapis.com/coderabbit_public_assets/review-stack-in-coderabbit-ui.svg)](https://app.coderabbit.ai/change-stack/ant-design/ant-design-mobile/pull/7046) <!-- review_stack_entry_end --> <!-- end of auto-generated comment: release notes by coderabbit.ai -->,593,0,1892,4,0,120,0,0.0,0,5.72,0.11
typescript,ant-design-mobile,7044,3,feat(swiper): 添加切换来源参数到 onIndexChange,close #6980 onIndexChange 换回调新增了触发来源参数，便于业务侧区分“是怎么发生的切换” <!-- This is an auto-generated comment: release notes by coderabbit.ai --> ## Summary by CodeRabbit * **新功能** * Swiper 的索引变化回调现在携带来源参数，可区分拖拽、自动播放、编程控制、窗口调整等触发原因。 * 编程接口支持可选的来源信息以明确触发上下文。 * **文档** * 更新中/英文 Swiper API 文档与示例，说明新增来源参数及引用结构调整。 * **测试** * 扩展测试覆盖各触发场景的来源值验证。 * 调整图片查看器相关测试为异步等待断言以提高稳定性。 <!-- end of auto-generated comment: release notes by coderabbit.ai -->,438,0,1878,5,0,157,0,0.0,0,3.51,0.01
typescript,ant-design-mobile,7041,1,Fix(List): 修复箭头图片配置错误逻辑,close #7040 将 `null` 改为 `undefined` 以正确合并箭头图标配置 <!-- This is an auto-generated comment: release notes by coderabbit.ai --> ## Summary by CodeRabbit ## 发布说明 * **Bug Fixes** * 改进了列表项箭头图标在配置提供者上下文中的处理逻辑，确保自定义箭头图标配置正确应用。 * **Tests** * 新增单元测试以验证箭头图标配置与上下文默认值的交互行为。 <!-- end of auto-generated comment: release notes by coderabbit.ai -->,340,0,1864,4,0,16,0,0.0,0,4.67,0
